-0.352899       0.000000     0.000000     0.000000     0.000000     0.000000
-0.339977       0.000000     0.000000     0.000000     0.000000     0.000000
-0.327054       0.000001     4.595053    -0.001254     0.064604    10.278637
-0.314131       0.000018     9.972327    -0.002315     0.113406    22.292418
-0.301208       0.000043    10.929109    -0.003017     0.132151    24.370732
-0.288285       0.000091    25.885634    -0.006665     0.297563    57.642864
-0.275362       0.000128    27.810885    -0.007185     0.312877    61.886368
-0.262439       0.000154    33.923817    -0.007993     0.356623    75.390098
-0.249517       0.000146    35.686817    -0.008291     0.360898    79.159530
-0.236594       0.000152    37.265444    -0.009610     0.343460    82.535738
-0.223671       0.000135    37.189371    -0.009175     0.328135    82.221527
-0.210748       0.000120    32.177942    -0.007798     0.274054    71.059129
-0.197825       0.000145    42.368894    -0.010681     0.316044    93.440886
-0.184902       0.000120    38.974679    -0.009022     0.280692    85.884751
-0.171979       0.000130    37.538862    -0.009786     0.254220    82.717650
-0.159057       0.000137    37.738046    -0.009335     0.239565    82.996213
-0.146134       0.000096    36.582595    -0.008606     0.222549    80.281502
-0.133211       0.000044    29.233618    -0.007374     0.163870    63.984785
-0.120288       0.000088    37.790599    -0.010304     0.197905    82.608135
-0.107365       0.000115    38.029105    -0.010506     0.188084    83.047663
-0.094442       0.000137    38.736172    -0.011754     0.188280    84.394545
-0.081519       0.000109    38.076145    -0.012820     0.185935    82.849582
-0.068597       0.000046    24.878909    -0.008686     0.126814    54.059019
-0.055674       0.000028    16.928301    -0.007604     0.089078    36.753151
-0.042751       0.000013    12.114843    -0.005205     0.068734    26.276763
-0.029828       0.000021     9.486862    -0.005139     0.049578    20.511741
-0.016905       0.000007     3.069259    -0.000825     0.017840     6.628165
-0.003982       0.000000     0.300858     0.000063     0.001731     0.644331
0.008941       0.000000     0.000000     0.000000     0.000000     0.000000
0.021863       0.000000     0.000000     0.000000     0.000000     0.000000
0.034786       0.000000     0.000000     0.000000     0.000000     0.000000
0.047709       0.000000     0.000000     0.000000     0.000000     0.000000
0.060632       0.000000     0.000000     0.000000     0.000000     0.000000
0.073555       0.000000     0.000000     0.000000     0.000000     0.000000
0.086478       0.000000     0.000000     0.000000     0.000000     0.000000
0.099401       0.000000     0.000000     0.000000     0.000000     0.000000
0.112323       0.000000     0.000000     0.000000     0.000000     0.000000
0.125246       0.000000     0.000000     0.000000     0.000000     0.000000
0.138169       0.000000     0.000000     0.000000     0.000000     0.000000
0.151092       0.000000     0.000000     0.000000     0.000000     0.000000
0.164015       0.000000     0.000000     0.000000     0.000000     0.000000
0.176938       0.000000     0.000000     0.000000     0.000000     0.000000
0.189861       0.000000     0.000000     0.000000     0.000000     0.000000
0.202783       0.000000     0.000000     0.000000     0.000000     0.000000
0.215706       0.000000     0.000000     0.000000     0.000000     0.000000
0.228629       0.000000     0.000000     0.000000     0.000000     0.000000
0.241552       0.000000     0.000000     0.000000     0.000000     0.000000
0.254475       0.000000     0.000000     0.000000     0.000000     0.000000
