0.690291 0.000000  -15.560992  -8.280253  -4.307692  -4.068453  -3.999636  -3.108993  -2.132417  -2.101097  -1.404251  -1.388224  -0.949419  -0.711595  -0.046123  1.482760  6.133115
0.696447 0.000000  -15.563604  -8.268008  -4.342331  -4.060562  -3.992969  -3.097864  -2.145397  -2.085478  -1.403326  -1.384849  -0.987650  -0.710887  -0.054749  1.529593  6.118625
0.702603 0.000000  -15.566543  -8.254702  -4.379066  -4.052017  -3.985759  -3.085809  -2.159275  -2.069369  -1.402346  -1.381366  -1.027460  -0.710153  -0.064082  1.578812  6.103065
0.708758 0.000000  -15.569808  -8.240307  -4.417815  -4.042766  -3.977949  -3.072857  -2.173996  -2.052988  -1.401285  -1.377775  -1.068658  -0.709336  -0.074068  1.630192  6.086453
0.714914 0.000000  -15.573454  -8.224879  -4.458386  -4.032861  -3.969595  -3.059033  -2.189533  -2.036471  -1.400142  -1.374156  -1.110998  -0.708493  -0.084708  1.683523  6.068812
0.721070 0.000000  -15.577481  -8.208389  -4.500645  -4.022276  -3.960697  -3.044340  -2.205860  -2.019954  -1.398918  -1.370482  -1.154291  -0.707595  -0.095946  1.738611  6.050151
0.727226 0.000000  -15.581917  -8.190838  -4.544455  -4.011010  -3.951228  -3.028802  -2.222921  -2.003600  -1.397639  -1.366836  -1.198318  -0.706642  -0.107810  1.795292  6.030480
0.733381 0.000000  -15.586788  -8.172225  -4.589707  -3.999065  -3.941214  -3.012421  -2.240690  -1.987600  -1.396278  -1.363189  -1.242890  -0.705636  -0.120245  1.853404  6.009805
0.739537 0.000000  -15.592094  -8.152579  -4.636292  -3.986439  -3.930656  -2.995224  -2.259139  -1.972090  -1.394863  -1.359570  -1.287869  -0.704574  -0.133198  1.912808  5.988129
0.745693 0.000000  -15.597862  -8.131871  -4.684074  -3.973160  -3.919554  -2.977264  -2.278214  -1.957260  -1.393394  -1.356033  -1.333012  -0.703486  -0.146695  1.973380  5.965454
0.751849 0.000000  -15.604121  -8.110103  -4.732973  -3.959201  -3.907908  -2.958489  -2.297887  -1.943328  -1.391870  -1.378101  -1.352577  -0.702343  -0.160627  2.034996  5.941780
0.758004 0.000000  -15.610869  -8.087300  -4.782878  -3.944588  -3.895745  -2.939006  -2.318105  -1.930539  -1.422918  -1.390264  -1.349203  -0.701173  -0.174994  2.097560  5.917100
0.764160 0.000000  -15.618107  -8.063490  -4.833735  -3.929296  -3.883064  -2.918761  -2.338894  -1.919165  -1.467136  -1.388605  -1.345911  -0.699949  -0.189797  2.160970  5.891413
0.770316 0.000000  -15.625890  -8.038619  -4.885409  -3.913350  -3.869840  -2.897835  -2.360173  -1.909668  -1.510374  -1.386917  -1.342754  -0.698670  -0.204926  2.225139  5.864711
0.776472 0.000000  -15.634189  -8.012742  -4.937844  -3.896724  -3.856125  -2.876203  -2.381942  -1.902593  -1.552034  -1.385149  -1.339734  -0.697364  -0.220355  2.289983  5.836988
0.782627 0.000000  -15.643060  -7.985830  -4.990987  -3.879445  -3.841894  -2.853944  -2.404174  -1.898756  -1.591354  -1.383353  -1.336822  -0.696030  -0.236083  2.355430  5.808237
0.788783 0.000000  -15.652448  -7.957912  -5.044756  -3.861513  -3.827173  -2.831032  -2.426813  -1.899246  -1.627191  -1.381475  -1.334074  -0.694642  -0.252028  2.421406  5.778452
0.794939 0.000000  -15.662407  -7.929013  -5.099042  -3.842901  -3.811962  -2.807549  -2.449861  -1.905450  -1.658238  -1.379598  -1.331489  -0.693227  -0.268137  2.487847  5.747625
0.801095 0.000000  -15.672938  -7.899109  -5.153845  -3.823663  -3.796234  -2.783468  -2.473262  -1.918702  -1.683164  -1.377666  -1.329040  -0.691758  -0.284355  2.554694  5.715747
0.807250 0.000000  -15.684012  -7.868197  -5.209083  -3.803744  -3.780043  -2.758842  -2.497045  -1.939546  -1.701422  -1.375679  -1.326727  -0.690261  -0.300654  2.621883  5.682813
0.813406 0.000000  -15.695659  -7.836333  -5.264703  -3.783173  -3.763390  -2.733699  -2.521126  -1.967328  -1.713640  -1.373666  -1.324604  -0.688710  -0.316981  2.689361  5.648819
0.819562 0.000000  -15.707877  -7.803516  -5.320649  -3.761975  -3.746274  -2.708093  -2.545535  -2.000607  -1.721368  -1.371625  -1.322618  -0.687132  -0.333280  2.757078  5.613757
0.825718 0.000000  -15.720693  -7.769720  -5.376866  -3.740098  -3.728696  -2.681998  -2.570215  -2.037777  -1.726184  -1.369557  -1.320822  -0.685500  -0.349471  2.824981  5.577627
0.831873 0.000000  -15.734026  -7.734999  -5.433329  -3.717594  -3.710655  -2.655522  -2.595168  -2.077533  -1.729395  -1.367489  -1.319189  -0.683840  -0.365553  2.893019  5.540421
0.838029 0.000000  -15.747958  -7.699353  -5.489983  -3.694438  -3.692179  -2.628610  -2.620338  -2.118948  -1.731926  -1.365366  -1.317693  -0.682125  -0.381417  2.961150  5.502140
0.844185 0.000000  -15.762435  -7.662808  -5.546772  -3.673295  -3.670655  -2.645726  -2.601372  -2.161451  -1.734402  -1.363244  -1.316387  -0.680357  -0.397036  3.029330  5.462782
0.850341 0.000000  -15.777455  -7.625339  -5.603670  -3.653975  -3.646220  -2.671331  -2.573807  -2.204581  -1.737259  -1.361094  -1.315244  -0.678534  -0.412383  3.097507  5.422350
0.856496 0.000000  -15.793020  -7.586971  -5.660623  -3.634220  -3.621131  -2.697100  -2.545970  -2.248064  -1.740797  -1.358945  -1.314237  -0.676656  -0.427349  3.165646  5.380845
